config_id,seed,episode_id,repeat,cube_size,term,domain,scaled_return_H,achieved_hz,overrun_count,stop_reason,protocol_hash,policy_run_id
L0_none,1,6,1,3cm,no_floor_collision,sim,41.0,,0.0,horizon_complete,c7ad7014f7344e1527a0f032778d39a04fe430eeea7e30a8462ea55a73a75b99,L0_none_vel_s1_20260729_104930_2201
L0_none,1,6,1,3cm,robot_target_qpos,sim,4.421785318851455,,0.0,horizon_complete,c7ad7014f7344e1527a0f032778d39a04fe430eeea7e30a8462ea55a73a75b99,L0_none_vel_s1_20260729_104930_2201
L0_none,1,6,1,3cm,action_rate,sim,-5.008299135773251,,0.0,horizon_complete,c7ad7014f7344e1527a0f032778d39a04fe430eeea7e30a8462ea55a73a75b99,L0_none_vel_s1_20260729_104930_2201
L0_none,1,6,2,3cm,gripper_box,sim,98.26075959205627,,0.0,horizon_complete,c7ad7014f7344e1527a0f032778d39a04fe430eeea7e30a8462ea55a73a75b99,L0_none_vel_s1_20260729_104930_2201
L0_none,1,6,2,3cm,approach_open,sim,33.81669890135889,,0.0,horizon_complete,c7ad7014f7344e1527a0f032778d39a04fe430eeea7e30a8462ea55a73a75b99,L0_none_vel_s1_20260729_104930_2201
L0_none,1,6,2,3cm,gripper_align,sim,236.5112685179338,,0.0,horizon_complete,c7ad7014f7344e1527a0f032778d39a04fe430eeea7e30a8462ea55a73a75b99,L0_none_vel_s1_20260729_104930_2201
L0_none,1,6,2,3cm,grasp,sim,0.0,,0.0,horizon_complete,c7ad7014f7344e1527a0f032778d39a04fe430eeea7e30a8462ea55a73a75b99,L0_none_vel_s1_20260729_104930_2201
L0_none,1,6,2,3cm,lift,sim,0.0,,0.0,horizon_complete,c7ad7014f7344e1527a0f032778d39a04fe430eeea7e30a8462ea55a73a75b99,L0_none_vel_s1_20260729_104930_2201
L0_none,1,6,2,3cm,box_target,sim,0.0,,0.0,horizon_complete,c7ad7014f7344e1527a0f032778d39a04fe430eeea7e30a8462ea55a73a75b99,L0_none_vel_s1_20260729_104930_2201
L0_none,1,6,2,3cm,hold_target,sim,0.0,,0.0,horizon_complete,c7ad7014f7344e1527a0f032778d39a04fe430eeea7e30a8462ea55a73a75b99,L0_none_vel_s1_20260729_104930_2201
L0_none,1,6,2,3cm,no_floor_collision,sim,16.25,,0.0,horizon_complete,c7ad7014f7344e1527a0f032778d39a04fe430eeea7e30a8462ea55a73a75b99,L0_none_vel_s1_20260729_104930_2201
